healthy	luma	healthy_n	luma_n	jaccard
1	228	482	4	0
1	229	482	2	0
1	230	482	2	0
1	231	482	16	0
1	232	482	2	0
1	233	482	2	0
1	234	482	2	0
1	235	482	2	0
1	236	482	2	0
1	237	482	2	0
1	238	482	2	0
1	239	482	2	0
1	240	482	3	0
1	241	482	2	0
1	242	482	4	0
1	243	482	2	0
1	244	482	3	0
1	245	482	2	0
1	246	482	2	0
1	247	482	3	0
1	248	482	2	0
1	249	482	2	0
1	250	482	2	0
1	251	482	2	0
1	252	482	2	0
1	253	482	3	0
1	254	482	2	0
1	255	482	6	0
1	256	482	3	0
1	257	482	2	0
1	258	482	4	0
1	259	482	2	0
1	260	482	2	0
1	261	482	3	0
1	262	482	2	0
1	263	482	2	0
1	264	482	2	0
1	265	482	2	0
1	266	482	2	0
1	267	482	2	0
1	268	482	2	0.002070393374741201
1	269	482	2	0
1	270	482	2	0
1	271	482	4	0
1	272	482	2	0
1	273	482	2	0
1	274	482	2	0
1	275	482	5	0.00205761316872428
1	276	482	3	0
1	277	482	2	0
1	278	482	3	0
1	279	482	2	0
1	280	482	2	0
1	281	482	2	0
1	282	482	2	0
1	283	482	2	0.002070393374741201
1	284	482	2	0
1	285	482	2	0.002070393374741201
1	286	482	2	0
1	287	482	2	0
1	288	482	2	0
1	289	482	2	0
1	290	482	2	0
1	291	482	2	0.002070393374741201
1	292	482	2	0
1	293	482	2	0
1	294	482	2	0.002070393374741201
1	295	482	6	0.002053388090349076
1	296	482	2	0
1	297	482	2	0
1	298	482	3	0
1	299	482	2	0
1	300	482	3	0
1	301	482	2	0
1	302	482	2	0
1	303	482	2	0
1	304	482	2	0
1	305	482	3	0
1	306	482	2	0
1	307	482	2	0
1	308	482	2	0
1	309	482	2	0
1	310	482	2	0
1	311	482	2	0
1	312	482	5	0
1	313	482	2	0
1	314	482	2	0
1	315	482	5	0
1	316	482	2	0
1	317	482	3	0
1	318	482	2	0
1	319	482	2	0
1	320	482	2	0.002070393374741201
1	321	482	2	0
1	322	482	2	0
1	323	482	2	0
1	324	482	2	0
1	325	482	2	0
1	326	482	2	0
1	327	482	2	0
1	328	482	2	0
1	329	482	3	0
1	330	482	2	0
1	331	482	2	0.002070393374741201
1	332	482	2	0
1	333	482	2	0
1	334	482	2	0
1	335	482	2	0
1	336	482	2	0
1	337	482	3	0
1	338	482	2	0
1	339	482	2	0
1	340	482	2	0
1	341	482	2	0
1	342	482	2	0
1	343	482	2	0
1	344	482	2	0
1	345	482	3	0
1	346	482	2	0
1	347	482	2	0
1	348	482	2	0
1	349	482	2	0
1	350	482	2	0
1	351	482	2	0
1	352	482	6	0
1	353	482	2	0
1	354	482	2	0
1	355	482	2	0
1	356	482	14	0.00202020202020202
1	357	482	3	0
1	358	482	3	0
1	359	482	3	0
1	360	482	2	0
1	361	482	2	0
1	362	482	2	0
1	363	482	3	0
1	364	482	2	0
1	365	482	2	0
1	366	482	2	0
1	367	482	2	0
1	368	482	2	0
1	369	482	2	0
1	370	482	4	0.004132231404958678
1	371	482	2	0
1	372	482	2	0
1	373	482	2	0
1	374	482	2	0
1	375	482	5	0
1	376	482	2	0
1	377	482	2	0
1	378	482	3	0
1	379	482	2	0
1	380	482	2	0
1	381	482	2	0
1	382	482	2	0
1	383	482	2	0
1	384	482	2	0
1	385	482	2	0
1	386	482	4	0
1	387	482	2	0
1	388	482	2	0
1	389	482	2	0
1	390	482	2	0
1	391	482	3	0
1	392	482	2	0
1	393	482	2	0
1	394	482	2	0.002070393374741201
1	395	482	2	0
1	396	482	2	0
1	397	482	2	0
1	398	482	2	0
1	399	482	3	0
1	400	482	2	0
1	401	482	2	0
1	402	482	2	0
1	403	482	2	0
1	404	482	2	0
1	405	482	2	0
1	406	482	4	0
1	407	482	2	0
1	408	482	2	0
1	409	482	2	0
1	410	482	3	0
1	411	482	2	0
1	412	482	4	0
1	413	482	5	0
1	414	482	2	0
1	415	482	2	0
1	416	482	2	0
1	417	482	2	0
1	418	482	2	0
1	419	482	3	0.002066115702479339
1	420	482	2	0
1	421	482	3	0.002066115702479339
1	422	482	2	0
1	423	482	2	0
1	424	482	2	0
1	425	482	2	0
1	426	482	2	0
1	427	482	4	0
1	428	482	3	0.002066115702479339
1	429	482	2	0
1	430	482	2	0.002070393374741201
1	431	482	2	0
1	432	482	2	0
1	433	482	2	0
1	434	482	2	0
1	435	482	2	0
1	436	482	4	0.002061855670103093
1	437	482	2	0.002070393374741201
1	438	482	2	0
1	439	482	2	0
1	440	482	2	0
1	441	482	2	0
1	442	482	2	0
1	443	482	6	0
1	444	482	2	0.002070393374741201
1	445	482	2	0
1	446	482	3	0
1	447	482	2	0
1	448	482	2	0
1	449	482	2	0
1	450	482	2	0
1	451	482	2	0
1	452	482	2	0
1	453	482	2	0
1	454	482	2	0
1	455	482	3	0
1	456	482	2	0
1	457	482	2	0
1	458	482	2	0
1	459	482	3	0.002066115702479339
1	460	482	2	0
1	461	482	2	0
1	462	482	2	0
1	463	482	2	0
1	464	482	4	0
1	465	482	2	0
1	466	482	2	0
1	467	482	2	0
1	468	482	2	0
1	469	482	2	0
1	470	482	2	0
1	471	482	2	0
1	472	482	2	0
1	473	482	4	0
1	474	482	2	0
1	475	482	2	0
1	476	482	2	0
1	477	482	2	0
1	478	482	2	0
1	479	482	2	0
1	480	482	4	0
1	481	482	9	0
1	482	482	7	0
1	483	482	2	0
1	484	482	2	0
1	485	482	2	0
1	486	482	2	0
1	487	482	2	0
1	488	482	2	0
1	489	482	2	0
1	490	482	6	0.002053388090349076
1	491	482	2	0
1	492	482	2	0
1	493	482	2	0
1	494	482	2	0
1	495	482	2	0
1	496	482	2	0
1	497	482	2	0
1	498	482	2	0
1	499	482	2	0.002070393374741201
1	500	482	2	0
1	501	482	2	0
1	502	482	2	0
1	503	482	2	0
1	504	482	2	0
1	505	482	2	0
1	506	482	2	0.002070393374741201
1	507	482	2	0
1	508	482	2	0
1	509	482	2	0
1	510	482	2	0
1	511	482	2	0
1	512	482	2	0
1	513	482	2	0
1	514	482	2	0
1	515	482	2	0
1	516	482	2	0
1	517	482	2	0.002070393374741201
1	518	482	2	0
1	519	482	12	0
1	520	482	2	0
1	521	482	5	0
1	522	482	2	0
1	523	482	2	0
1	524	482	3	0
1	525	482	2	0
1	526	482	2	0
1	527	482	13	0
1	528	482	2	0.002070393374741201
1	529	482	2	0
1	530	482	2	0
1	531	482	2	0
1	532	482	3	0
1	533	482	3	0
1	534	482	2	0
1	535	482	2	0
1	536	482	2	0
1	537	482	2	0
1	538	482	2	0
1	539	482	2	0
1	540	482	2	0
1	541	482	2	0
1	542	482	8	0.002044989775051125
1	543	482	3	0
1	544	482	2	0
1	545	482	2	0
1	546	482	2	0
1	547	482	2	0
1	548	482	2	0.002070393374741201
1	549	482	2	0
1	550	482	2	0
1	551	482	2	0
1	552	482	2	0
1	553	482	2	0.002070393374741201
1	554	482	2	0
1	555	482	2	0
1	556	482	2	0
1	557	482	2	0
1	558	482	2	0.002070393374741201
1	559	482	2	0
1	560	482	2	0
1	561	482	3	0.002066115702479339
1	562	482	2	0
1	563	482	2	0
1	564	482	2	0
1	565	482	2	0
1	566	482	2	0
1	567	482	2	0
1	568	482	2	0
1	569	482	4	0
1	570	482	2	0
1	571	482	2	0
1	572	482	2	0
1	573	482	10	0
1	574	482	4	0
1	575	482	2	0
1	576	482	2	0
1	577	482	2	0
1	578	482	2	0
1	579	482	2	0
1	580	482	2	0
1	581	482	2	0
1	582	482	2	0
1	583	482	2	0
1	584	482	2	0
1	585	482	2	0
1	586	482	2	0
1	587	482	2	0
1	588	482	2	0
1	589	482	2	0
1	590	482	2	0
1	591	482	2	0
1	592	482	2	0
1	593	482	3	0
1	594	482	2	0
1	595	482	2	0
1	596	482	2	0
1	597	482	2	0
1	598	482	2	0
1	599	482	2	0
1	600	482	2	0
1	601	482	2	0
1	602	482	3	0.002066115702479339
1	603	482	2	0
1	604	482	2	0
1	605	482	2	0
1	606	482	2	0
1	607	482	2	0
1	608	482	2	0
1	609	482	3	0
1	610	482	2	0
1	611	482	2	0
1	612	482	2	0
1	613	482	2	0
1	614	482	2	0
1	615	482	2	0
1	616	482	2	0
1	617	482	3	0
1	618	482	2	0
1	619	482	2	0
1	620	482	2	0
1	621	482	2	0
1	622	482	2	0
1	623	482	2	0
1	624	482	2	0
1	625	482	3	0
1	626	482	2	0
1	627	482	2	0
1	628	482	5	0
1	629	482	2	0
1	630	482	2	0
1	631	482	2	0
1	632	482	2	0
1	633	482	2	0.004149377593360996
1	634	482	2	0
1	635	482	2	0
1	636	482	2	0
1	637	482	2	0
1	638	482	2	0
1	639	482	2	0
1	640	482	3	0
1	641	482	2	0
1	642	482	2	0
1	643	482	3	0
1	644	482	2	0
1	645	482	2	0
1	646	482	2	0
1	647	482	2	0
1	648	482	2	0
1	649	482	2	0
1	650	482	2	0
1	651	482	2	0
1	652	482	2	0
1	653	482	2	0
1	654	482	2	0
1	655	482	2	0
1	656	482	3	0
1	657	482	2	0
1	658	482	2	0
1	659	482	2	0
1	660	482	2	0
327	1	770	2	0
327	2	770	118	0.007945516458569807
327	662	770	151	0.009868421052631578
327	3	770	145	0.011049723756906077
327	667	770	109	0.008027522935779817
327	669	770	58	0.006075334143377886
327	671	770	1804	0.05190028606456886
327	4	770	67	0.010869565217391304
327	5	770	90	0.008206330597889801
327	6	770	6	0.0012903225806451613
327	7	770	70	0.010830324909747292
327	672	770	22	0
327	8	770	2	0
327	9	770	35	0.0012437810945273632
327	10	770	26	0.005050505050505051
327	11	770	3	0
327	12	770	30	0.002506265664160401
327	13	770	6	0
327	666	770	162	0.0064794816414686825
327	674	770	61	0.006053268765133172
327	14	770	43	0.0012315270935960591
327	15	770	2	0
327	16	770	2	0
327	673	770	114	0
327	676	770	59	0.007290400972053463
327	17	770	8	0
327	18	770	2	0
327	665	770	86	0
327	19	770	6	0
327	664	770	107	0.005733944954128441
327	20	770	2	0
327	21	770	36	0.0075
327	22	770	19	0.0012690355329949238
327	23	770	107	0.008045977011494253
327	24	770	34	0.003745318352059925
327	675	770	109	0.010344827586206896
327	25	770	2	0
327	26	770	2	0.0012970168612191958
327	27	770	2	0
327	661	770	86	0.009433962264150943
327	28	770	2	0.0012970168612191958
327	29	770	4	0
327	30	770	2	0
327	31	770	6	0.0012903225806451613
327	663	770	79	0.0023612750885478157
327	32	770	4	0
327	33	770	3	0
327	34	770	2	0
327	35	770	8	0
327	36	770	2	0
327	37	770	5	0
327	38	770	4	0
327	39	770	2	0
327	40	770	3	0
327	41	770	10	0.002570694087403599
327	42	770	66	0.004807692307692308
327	43	770	2	0
327	44	770	9	0.002574002574002574
327	45	770	3	0
327	46	770	2	0
327	47	770	7	0
327	48	770	2	0
327	49	770	2	0
327	50	770	15	0
327	51	770	2	0
327	52	770	5	0
327	53	770	2	0
327	54	770	2	0
327	55	770	2	0
327	56	770	3	0
327	57	770	2	0
327	58	770	3	0
327	59	770	2	0
327	60	770	2	0
327	61	770	2	0
327	62	770	7	0
327	63	770	3	0
327	64	770	2	0
327	677	770	42	0.0012330456226880395
327	65	770	2	0.0012970168612191958
327	66	770	2	0
327	668	770	63	0.007255139056831923
327	67	770	3	0
327	68	770	2	0
327	69	770	4	0
327	70	770	2	0
327	71	770	26	0
327	72	770	6	0
327	73	770	3	0
327	74	770	3	0
327	75	770	3	0
327	76	770	2	0
327	77	770	6	0
327	78	770	2	0.0012970168612191958
327	79	770	2	0
327	80	770	3	0
327	81	770	2	0
327	82	770	2	0
327	83	770	91	0.004667444574095682
327	84	770	2	0
327	85	770	2	0
327	86	770	2	0
327	87	770	20	0
327	670	770	56	0
327	88	770	5	0
327	89	770	2	0
327	678	770	23	0.0012626262626262627
327	90	770	7	0
327	91	770	2	0
327	92	770	2	0
327	93	770	2	0
327	94	770	2	0
327	95	770	7	0
327	96	770	4	0.00129366106080207
327	97	770	2	0
327	98	770	2	0
327	99	770	2	0
327	100	770	2	0
327	101	770	2	0
327	102	770	2	0
327	103	770	2	0
327	104	770	2	0
327	105	770	2	0
327	106	770	3	0
327	107	770	11	0
327	108	770	2	0
327	109	770	2	0
327	110	770	2	0
327	111	770	11	0
327	112	770	3	0
327	113	770	2	0
327	114	770	2	0
327	115	770	11	0
327	116	770	2	0
327	117	770	3	0.0012953367875647669
327	118	770	3	0.0012953367875647669
327	119	770	2	0
327	120	770	2	0
327	121	770	14	0.0025575447570332483
327	122	770	3	0
327	123	770	4	0
327	124	770	3	0
327	125	770	3	0
327	126	770	8	0
327	127	770	2	0
327	128	770	2	0
327	129	770	3	0
327	130	770	2	0
327	131	770	3	0
327	132	770	2	0
327	133	770	5	0
327	134	770	2	0
327	135	770	2	0
327	136	770	20	0.025974025974025976
327	137	770	2	0
327	138	770	23	0.0012626262626262627
327	139	770	10	0
327	140	770	5	0
327	141	770	2	0
327	142	770	7	0
327	143	770	3	0
327	144	770	2	0
327	145	770	2	0
327	146	770	2	0
327	147	770	2	0
327	148	770	2	0
327	149	770	2	0
327	150	770	2	0
327	151	770	4	0
327	152	770	2	0
327	153	770	2	0
327	154	770	4	0
327	155	770	3	0
327	156	770	2	0
327	157	770	3	0
327	158	770	8	0
327	159	770	2	0
327	160	770	20	0.007653061224489796
327	161	770	5	0
327	162	770	2	0
327	163	770	2	0
327	164	770	3	0
327	165	770	2	0
327	166	770	3	0
327	167	770	4	0.00129366106080207
327	168	770	2	0
327	169	770	2	0
327	170	770	5	0
327	171	770	3	0
327	172	770	2	0
327	173	770	3	0
327	174	770	2	0
327	175	770	2	0
327	176	770	2	0
327	177	770	2	0
327	178	770	2	0
327	179	770	2	0
327	180	770	3	0
327	181	770	3	0
327	182	770	2	0
327	183	770	2	0
327	184	770	11	0
327	185	770	2	0
327	186	770	2	0
327	187	770	2	0
327	188	770	2	0
327	189	770	2	0
327	190	770	2	0
327	191	770	2	0
327	192	770	2	0.0012970168612191958
327	193	770	3	0
327	194	770	2	0.0012970168612191958
327	195	770	5	0
327	196	770	2	0
327	197	770	2	0
327	198	770	5	0
327	199	770	4	0
327	200	770	7	0
327	201	770	2	0
327	202	770	4	0
327	203	770	12	0.002564102564102564
327	204	770	3	0
327	205	770	2	0
327	206	770	2	0
327	207	770	2	0
327	208	770	2	0
327	209	770	2	0
327	210	770	2	0
327	211	770	2	0
327	212	770	2	0
327	213	770	3	0
327	214	770	2	0
327	215	770	3	0
327	216	770	2	0
327	217	770	2	0.0012970168612191958
327	218	770	2	0.0012970168612191958
327	219	770	6	0
327	220	770	2	0
327	221	770	2	0.0012970168612191958
327	222	770	8	0
327	223	770	2	0
327	224	770	2	0
327	225	770	2	0
327	226	770	2	0
327	227	770	2	0
327	228	770	4	0.00129366106080207
327	229	770	2	0
327	230	770	2	0.0012970168612191958
327	231	770	16	0.0012738853503184713
327	232	770	2	0
327	233	770	2	0
327	234	770	2	0
327	235	770	2	0
327	236	770	2	0
327	237	770	2	0
327	238	770	2	0
327	239	770	2	0
327	240	770	3	0
327	241	770	2	0
327	242	770	4	0
327	243	770	2	0
327	244	770	3	0
327	245	770	2	0
327	246	770	2	0
327	247	770	3	0
327	248	770	2	0
327	249	770	2	0
327	250	770	2	0
327	251	770	2	0
327	252	770	2	0
327	253	770	3	0
327	254	770	2	0
327	255	770	6	0
327	256	770	3	0.0025940337224383916
327	257	770	2	0
327	258	770	4	0.0025906735751295338
327	259	770	2	0
327	260	770	2	0.0012970168612191958
327	261	770	3	0
327	262	770	2	0
327	263	770	2	0
327	264	770	2	0
327	265	770	2	0
327	266	770	2	0
327	267	770	2	0
327	268	770	2	0
327	269	770	2	0
327	270	770	2	0
327	271	770	4	0
327	272	770	2	0
327	273	770	2	0
327	274	770	2	0
327	275	770	5	0
327	276	770	3	0
327	277	770	2	0
327	278	770	3	0
327	279	770	2	0
327	280	770	2	0
327	281	770	2	0.0012970168612191958
327	282	770	2	0
327	283	770	2	0
327	284	770	2	0
327	285	770	2	0.0012970168612191958
327	286	770	2	0
327	287	770	2	0.0012970168612191958
327	288	770	2	0
327	289	770	2	0
327	290	770	2	0
327	291	770	2	0
327	292	770	2	0
327	293	770	2	0
327	294	770	2	0.0012970168612191958
327	295	770	6	0.0012903225806451613
327	296	770	2	0
327	297	770	2	0
327	298	770	3	0.0012953367875647669
327	299	770	2	0
327	300	770	3	0
327	301	770	2	0
327	302	770	2	0
327	303	770	2	0
327	304	770	2	0
327	305	770	3	0
327	306	770	2	0
327	307	770	2	0
327	308	770	2	0
327	309	770	2	0
327	310	770	2	0
327	311	770	2	0
327	312	770	5	0
327	313	770	2	0
327	314	770	2	0
327	315	770	5	0
327	316	770	2	0
327	317	770	3	0.0012953367875647669
327	318	770	2	0
327	319	770	2	0.0012970168612191958
327	320	770	2	0
327	321	770	2	0.0012970168612191958
327	322	770	2	0
327	323	770	2	0
327	324	770	2	0.0025974025974025974
327	325	770	2	0
327	326	770	2	0
327	327	770	2	0
327	328	770	2	0
327	329	770	3	0
327	330	770	2	0
327	331	770	2	0
327	332	770	2	0
327	333	770	2	0
327	334	770	2	0
327	335	770	2	0
327	336	770	2	0.0012970168612191958
327	337	770	3	0
327	338	770	2	0
327	339	770	2	0.0012970168612191958
327	340	770	2	0
327	341	770	2	0
327	342	770	2	0
327	343	770	2	0
327	344	770	2	0
327	345	770	3	0
327	346	770	2	0
327	347	770	2	0
327	348	770	2	0
327	349	770	2	0
327	350	770	2	0
327	351	770	2	0.0012970168612191958
327	352	770	6	0
327	353	770	2	0
327	354	770	2	0
327	355	770	2	0
327	356	770	14	0
327	357	770	3	0
327	358	770	3	0
327	359	770	3	0
327	360	770	2	0
327	361	770	2	0
327	362	770	2	0
327	363	770	3	0.0012953367875647669
327	364	770	2	0
327	365	770	2	0
327	366	770	2	0
327	367	770	2	0
327	368	770	2	0
327	369	770	2	0
327	370	770	4	0
327	371	770	2	0
327	372	770	2	0
327	373	770	2	0
327	374	770	2	0
327	375	770	5	0
327	376	770	2	0
327	377	770	2	0.0012970168612191958
327	378	770	3	0
327	379	770	2	0
327	380	770	2	0
327	381	770	2	0
327	382	770	2	0
327	383	770	2	0
327	384	770	2	0
327	385	770	2	0
327	386	770	4	0.0025906735751295338
327	387	770	2	0
327	388	770	2	0
327	389	770	2	0
327	390	770	2	0
327	391	770	3	0
327	392	770	2	0
327	393	770	2	0
327	394	770	2	0
327	395	770	2	0
327	396	770	2	0
327	397	770	2	0
327	398	770	2	0.0012970168612191958
327	399	770	3	0
327	400	770	2	0
327	401	770	2	0
327	402	770	2	0
327	403	770	2	0
327	404	770	2	0
327	405	770	2	0
327	406	770	4	0
327	407	770	2	0
327	408	770	2	0
327	409	770	2	0
327	410	770	3	0
327	411	770	2	0
327	412	770	4	0.00129366106080207
327	413	770	5	0
327	414	770	2	0
327	415	770	2	0
327	416	770	2	0
327	417	770	2	0
327	418	770	2	0.0025974025974025974
327	419	770	3	0
327	420	770	2	0
327	421	770	3	0
327	422	770	2	0
327	423	770	2	0
327	424	770	2	0
327	425	770	2	0.0012970168612191958
327	426	770	2	0
327	427	770	4	0
327	428	770	3	0
327	429	770	2	0
327	430	770	2	0
327	431	770	2	0
327	432	770	2	0
327	433	770	2	0
327	434	770	2	0
327	435	770	2	0
327	436	770	4	0.00129366106080207
327	437	770	2	0
327	438	770	2	0.0012970168612191958
327	439	770	2	0
327	440	770	2	0
327	441	770	2	0
327	442	770	2	0
327	443	770	6	0
327	444	770	2	0
327	445	770	2	0
327	446	770	3	0
327	447	770	2	0
327	448	770	2	0.0012970168612191958
327	449	770	2	0
327	450	770	2	0
327	451	770	2	0
327	452	770	2	0
327	453	770	2	0
327	454	770	2	0
327	455	770	3	0
327	456	770	2	0
327	457	770	2	0
327	458	770	2	0
327	459	770	3	0.0012953367875647669
327	460	770	2	0
327	461	770	2	0
327	462	770	2	0.0025974025974025974
327	463	770	2	0.0012970168612191958
327	464	770	4	0.00129366106080207
327	465	770	2	0.0012970168612191958
327	466	770	2	0
327	467	770	2	0
327	468	770	2	0
327	469	770	2	0
327	470	770	2	0
327	471	770	2	0
327	472	770	2	0
327	473	770	4	0
327	474	770	2	0
327	475	770	2	0
327	476	770	2	0
327	477	770	2	0
327	478	770	2	0
327	479	770	2	0
327	480	770	4	0.0038910505836575876
327	481	770	9	0.0012853470437017994
327	482	770	7	0
327	483	770	2	0
327	484	770	2	0.0012970168612191958
327	485	770	2	0
327	486	770	2	0
327	487	770	2	0
327	488	770	2	0
327	489	770	2	0
327	490	770	6	0
327	491	770	2	0
327	492	770	2	0
327	493	770	2	0
327	494	770	2	0
327	495	770	2	0
327	496	770	2	0
327	497	770	2	0
327	498	770	2	0
327	499	770	2	0
327	500	770	2	0
327	501	770	2	0
327	502	770	2	0
327	503	770	2	0
327	504	770	2	0
327	505	770	2	0
327	506	770	2	0
327	507	770	2	0
327	508	770	2	0.0012970168612191958
327	509	770	2	0
327	510	770	2	0
327	511	770	2	0
327	512	770	2	0
327	513	770	2	0
327	514	770	2	0
327	515	770	2	0
327	516	770	2	0
327	517	770	2	0
327	518	770	2	0
327	519	770	12	0
327	520	770	2	0
327	521	770	5	0
327	522	770	2	0
327	523	770	2	0
327	524	770	3	0
327	525	770	2	0
327	526	770	2	0
327	527	770	13	0.0012787723785166241
327	528	770	2	0
327	529	770	2	0
327	530	770	2	0
327	531	770	2	0
327	532	770	3	0
327	533	770	3	0
327	534	770	2	0
327	535	770	2	0
327	536	770	2	0.0025974025974025974
327	537	770	2	0
327	538	770	2	0.0025974025974025974
327	539	770	2	0
327	540	770	2	0
327	541	770	2	0
327	542	770	8	0
327	543	770	3	0
327	544	770	2	0
327	545	770	2	0
327	546	770	2	0
327	547	770	2	0
327	548	770	2	0
327	549	770	2	0
327	550	770	2	0
327	551	770	2	0
327	552	770	2	0
327	553	770	2	0
327	554	770	2	0
327	555	770	2	0
327	556	770	2	0
327	557	770	2	0.0012970168612191958
327	558	770	2	0
327	559	770	2	0
327	560	770	2	0
327	561	770	3	0
327	562	770	2	0
327	563	770	2	0
327	564	770	2	0
327	565	770	2	0
327	566	770	2	0
327	567	770	2	0
327	568	770	2	0.0012970168612191958
327	569	770	4	0
327	570	770	2	0
327	571	770	2	0
327	572	770	2	0
327	573	770	10	0
327	574	770	4	0
327	575	770	2	0
