source	target	MI	distance	row_num	interaction_type	isRegulatory
ENSG00000198918	ENSG00000241343	0.204731	18395680	2172	Inter-Cytoband	0
ENSG00000105640	ENSG00000221983	0.204702	711854	2173	Intra-Cytoband	0
ENSG00000108298	ENSG00000125691	0.203859	352418	2219	Intra-Cytoband	0
ENSG00000124614	ENSG00000241343	0.203216	NA	2252	Trans	0
ENSG00000008838	ENSG00000108349	0.203045	121221	2262	Intra-Cytoband	0
ENSG00000108344	ENSG00000172057	0.202973	59756	2268	Intra-Cytoband	0
ENSG00000148303	ENSG00000197958	0.202918	5900540	2273	Inter-Cytoband	0
ENSG00000141736	ENSG00000141741	0.20235	40582	2300	Intra-Cytoband	0
ENSG00000083845	ENSG00000170889	0.201699	4185658	2334	Inter-Cytoband	0
ENSG00000125686	ENSG00000141741	0.200319	324211	2399	Intra-Cytoband	0
ENSG00000071082	ENSG00000109475	0.197962	NA	2529	Trans	0
ENSG00000273559	ENSG00000278845	0.196354	503411	2615	Intra-Cytoband	0
ENSG00000124614	ENSG00000197756	0.196241	NA	2625	Trans	0
ENSG00000071082	ENSG00000145425	0.195802	NA	2649	Trans	0
ENSG00000115268	ENSG00000130255	0.19495	4236589	2700	Intra-Cytoband	0
ENSG00000171863	ENSG00000197756	0.194037	212922984	2755	Inter-Cytoband	0
ENSG00000275023	ENSG00000276293	0.192081	60147	2891	Intra-Cytoband	0
ENSG00000130255	ENSG00000136942	0.191248	NA	2940	Trans	0
ENSG00000108344	ENSG00000108349	0.19058	159521	2974	Intra-Cytoband	0
ENSG00000136942	ENSG00000162244	0.190509	NA	2978	Trans	0
ENSG00000108344	ENSG00000141741	0.189967	252301	3029	Inter-Cytoband	0
ENSG00000136942	ENSG00000148303	0.189193	8490334	3099	Inter-Cytoband	0
ENSG00000164587	ENSG00000204628	0.187911	30794274	3182	Inter-Cytoband	0
ENSG00000161395	ENSG00000167258	0.186712	209611	3289	Intra-Cytoband	1
ENSG00000124614	ENSG00000136942	0.185017	NA	3410	Trans	0
ENSG00000108306	ENSG00000167258	0.184118	208867	3482	Intra-Cytoband	0
ENSG00000171475	ENSG00000188895	0.184018	97006	3490	Inter-Cytoband	0
ENSG00000277791	ENSG00000277972	0.18137	22501	3718	Intra-Cytoband	0
ENSG00000109475	ENSG00000144713	0.180794	NA	3769	Trans	0
ENSG00000071082	ENSG00000136942	0.18075	NA	3775	Trans	0
ENSG00000071082	ENSG00000197756	0.180342	115496474	3816	Inter-Cytoband	0
ENSG00000125686	ENSG00000161395	0.17996500000000001	266837	3844	Intra-Cytoband	0
ENSG00000131469	ENSG00000182899	0.179884	NA	3850	Trans	0
ENSG00000145592	ENSG00000197756	0.17943	NA	3899	Trans	0
ENSG00000109475	ENSG00000145592	0.179368	NA	3908	Trans	0
ENSG00000141738	ENSG00000141741	0.178725	9431	3978	Intra-Cytoband	0
ENSG00000071082	ENSG00000145592	0.178545	NA	4003	Trans	0
ENSG00000108344	ENSG00000125686	0.178362	576512	4015	Inter-Cytoband	0
ENSG00000197958	ENSG00000204628	0.178138	NA	4038	Trans	0
ENSG00000108306	ENSG00000278845	0.177129	955621	4139	Intra-Cytoband	0
ENSG00000105640	ENSG00000233927	0.176906	9538718	4159	Inter-Cytoband	0
ENSG00000071082	ENSG00000171863	0.175653	97426510	4281	Inter-Cytoband	0
ENSG00000136942	ENSG00000145592	0.175167	NA	4329	Trans	0
ENSG00000171858	ENSG00000197756	0.175076	NA	4341	Trans	0
ENSG00000008838	ENSG00000188895	0.174972	103201	4344	Intra-Cytoband	0
ENSG00000108344	ENSG00000161395	0.1728	309675	4616	Inter-Cytoband	0
ENSG00000162244	ENSG00000197958	0.17275	NA	4620	Trans	0
ENSG00000136942	ENSG00000197756	0.171797	NA	4722	Trans	0
ENSG00000108344	ENSG00000188895	0.171021	141501	4808	Intra-Cytoband	0
ENSG00000162244	ENSG00000188846	0.170844	11536230	4832	Inter-Cytoband	0
ENSG00000071082	ENSG00000144713	0.170466	NA	4870	Trans	0
ENSG00000130255	ENSG00000172809	0.17014	NA	4907	Trans	0
ENSG00000108344	ENSG00000131748	0.170006	343732	4926	Inter-Cytoband	0
ENSG00000142534	ENSG00000142541	0.169269	8811	5025	Intra-Cytoband	0
ENSG00000125691	ENSG00000171863	0.168525	NA	5131	Trans	0
ENSG00000071082	ENSG00000197958	0.167918	NA	5192	Trans	0
ENSG00000089289	ENSG00000156697	0.167696	59772672	5218	Inter-Cytoband	0
ENSG00000131469	ENSG00000229117	0.167194	NA	5279	Trans	0
ENSG00000136942	ENSG00000204628	0.16663	NA	5348	Trans	0
ENSG00000142676	ENSG00000145592	0.166318	NA	5386	Trans	0
ENSG00000141736	ENSG00000167258	0.165919	226403	5437	Intra-Cytoband	1
ENSG00000008838	ENSG00000131748	0.165577	382032	5480	Inter-Cytoband	0
ENSG00000108107	ENSG00000170889	0.165461	1184603	5497	Intra-Cytoband	0
ENSG00000142937	ENSG00000198755	0.165417	NA	5501	Trans	0
ENSG00000273559	ENSG00000275023	0.165415	94892	5502	Intra-Cytoband	0
ENSG00000162244	ENSG00000182899	0.165043	145956458	5559	Inter-Cytoband	0
ENSG00000124614	ENSG00000164587	0.164794	NA	5600	Trans	0
ENSG00000221983	ENSG00000233927	0.164427	10250572	5663	Inter-Cytoband	0
ENSG00000108344	ENSG00000167258	0.16263	519286	5934	Inter-Cytoband	1
ENSG00000171858	ENSG00000233927	0.162331	NA	5973	Trans	0
ENSG00000162244	ENSG00000171863	0.162078	NA	6012	Trans	0
ENSG00000115268	ENSG00000136942	0.162013	NA	6022	Trans	0
ENSG00000134419	ENSG00000198918	0.16199	NA	6025	Trans	0
ENSG00000144713	ENSG00000197756	0.161053	NA	6166	Trans	0
ENSG00000083845	ENSG00000142534	0.160134	8890035	6306	Inter-Cytoband	0
ENSG00000172809	ENSG00000182899	0.159526	NA	6391	Trans	0
ENSG00000171863	ENSG00000197958	0.159194	NA	6456	Trans	0
ENSG00000105372	ENSG00000170889	0.159016	12340824	6486	Inter-Cytoband	0
ENSG00000136942	ENSG00000164587	0.158935	NA	6505	Trans	0
ENSG00000171858	ENSG00000213741	0.158874	NA	6520	Trans	0
ENSG00000276293	ENSG00000278845	0.158823	468666	6529	Intra-Cytoband	0
ENSG00000108349	ENSG00000167258	0.158744	678807	6541	Inter-Cytoband	1
ENSG00000083845	ENSG00000221983	0.158649	39814670	6561	Inter-Cytoband	0
ENSG00000130255	ENSG00000145592	0.158481	NA	6593	Trans	0
ENSG00000136942	ENSG00000144713	0.158437	NA	6596	Trans	0
ENSG00000108344	ENSG00000171475	0.158277	238507	6624	Inter-Cytoband	0
ENSG00000198755	ENSG00000229117	0.15795	NA	6690	Trans	0
ENSG00000141738	ENSG00000161395	0.15756	66805	6739	Intra-Cytoband	0
ENSG00000130255	ENSG00000197756	0.156877	NA	6864	Trans	0
ENSG00000144713	ENSG00000198755	0.15687	NA	6865	Trans	0
ENSG00000063177	ENSG00000197958	0.156861	NA	6866	Trans	0
ENSG00000170889	ENSG00000197756	0.156518	NA	6919	Trans	0
ENSG00000122406	ENSG00000204628	0.156234	NA	6955	Trans	0
ENSG00000125691	ENSG00000198755	0.15469	NA	7233	Trans	0
ENSG00000162244	ENSG00000197756	0.154618	NA	7244	Trans	0
ENSG00000144713	ENSG00000182899	0.154319	185115495	7299	Inter-Cytoband	0
ENSG00000089009	ENSG00000162244	0.154255	NA	7312	Trans	0
ENSG00000008838	ENSG00000161395	0.153864	347975	7380	Inter-Cytoband	0
ENSG00000136942	ENSG00000198755	0.153318	NA	7480	Trans	0
ENSG00000125686	ENSG00000171475	0.153226	815019	7496	Inter-Cytoband	0
ENSG00000108306	ENSG00000125686	0.15281	151641	7579	Intra-Cytoband	0
ENSG00000008838	ENSG00000167258	0.15171	557586	7798	Inter-Cytoband	1
ENSG00000131469	ENSG00000172809	0.15142	31205309	7861	Inter-Cytoband	0
ENSG00000136942	ENSG00000241343	0.151205	NA	7919	Trans	0
ENSG00000136942	ENSG00000142937	0.150948	NA	7981	Trans	0
ENSG00000125356	ENSG00000131174	0.150557	41972049	8064	Inter-Cytoband	0
ENSG00000105372	ENSG00000197756	0.150321	NA	8129	Trans	0
ENSG00000108349	ENSG00000125686	0.150018	736033	8196	Inter-Cytoband	0
ENSG00000197958	ENSG00000198755	0.149649	NA	8276	Trans	0
ENSG00000140988	ENSG00000198755	0.149522	NA	8309	Trans	0
ENSG00000275023	ENSG00000278845	0.149221	408519	8374	Intra-Cytoband	0
ENSG00000109475	ENSG00000114391	0.149133	NA	8391	Trans	0
ENSG00000008838	ENSG00000171475	0.149116	200207	8397	Inter-Cytoband	0
ENSG00000148303	ENSG00000204628	0.148971	NA	8426	Trans	0
ENSG00000145592	ENSG00000162244	0.148915	NA	8443	Trans	0
ENSG00000125691	ENSG00000276293	0.148839	82176	8460	Intra-Cytoband	0
ENSG00000162244	ENSG00000204628	0.148779	NA	8472	Trans	0
ENSG00000109475	ENSG00000172809	0.148754	NA	8481	Trans	0
ENSG00000172809	ENSG00000197756	0.148464	NA	8546	Trans	0
ENSG00000108298	ENSG00000276293	0.148234	434594	8600	Intra-Cytoband	0
ENSG00000134419	ENSG00000241343	0.14819	NA	8613	Trans	0
ENSG00000125691	ENSG00000197958	0.148171	NA	8619	Trans	0
ENSG00000071082	ENSG00000130255	0.148165	NA	8622	Trans	0
ENSG00000134419	ENSG00000145425	0.148135	NA	8625	Trans	0
ENSG00000089009	ENSG00000136942	0.148001	NA	8650	Trans	0
ENSG00000114942	ENSG00000170889	0.147871	NA	8679	Trans	0
ENSG00000125686	ENSG00000277791	0.147768	651549	8705	Intra-Cytoband	0
ENSG00000182899	ENSG00000197958	0.147581	NA	8750	Trans	0
ENSG00000063177	ENSG00000136942	0.147273	NA	8851	Trans	0
ENSG00000168028	ENSG00000188846	0.147162	1050603	8877	Intra-Cytoband	0
ENSG00000130255	ENSG00000182899	0.146461	NA	9057	Trans	0
ENSG00000136942	ENSG00000182774	0.146287	NA	9100	Trans	0
ENSG00000198918	ENSG00000213741	0.14618	NA	9134	Trans	0
ENSG00000108306	ENSG00000276293	0.14611	486955	9155	Intra-Cytoband	0
ENSG00000134419	ENSG00000182899	0.145695	NA	9265	Trans	0
ENSG00000108306	ENSG00000141741	0.145066	475852	9432	Intra-Cytoband	0
ENSG00000105193	ENSG00000105202	0.145062	401251	9433	Intra-Cytoband	0
ENSG00000134419	ENSG00000171863	0.144844	NA	9479	Trans	0
ENSG00000071082	ENSG00000172809	0.14472	NA	9510	Trans	0
ENSG00000145592	ENSG00000188846	0.144392	NA	9583	Trans	0
ENSG00000231500	ENSG00000241343	0.14389	NA	9704	Trans	0
ENSG00000130255	ENSG00000197958	0.143843	NA	9719	Trans	0
ENSG00000105640	ENSG00000197756	0.143807	NA	9728	Trans	0
ENSG00000063046	ENSG00000123349	0.143757	289133	9745	Intra-Cytoband	0
ENSG00000196531	ENSG00000231500	0.143658	NA	9768	Trans	0
ENSG00000108306	ENSG00000277791	0.143499	499908	9806	Intra-Cytoband	0
ENSG00000089009	ENSG00000182774	0.143119	NA	9894	Trans	0
ENSG00000142937	ENSG00000197958	0.14263	NA	10021	Trans	0
ENSG00000115268	ENSG00000241343	0.142387	NA	10091	Trans	0
ENSG00000134597	ENSG00000156697	0.142059	495848	10196	Intra-Cytoband	0
ENSG00000144713	ENSG00000198918	0.141854	NA	10263	Trans	0
ENSG00000182899	ENSG00000198918	0.141756	NA	10293	Trans	0
ENSG00000161395	ENSG00000172057	0.141715	249919	10307	Inter-Cytoband	0
ENSG00000145592	ENSG00000171863	0.141707	NA	10309	Trans	0
ENSG00000071082	ENSG00000231500	0.141573	NA	10360	Trans	0
ENSG00000145592	ENSG00000172809	0.141444	NA	10387	Trans	0
ENSG00000105372	ENSG00000105640	0.141283	24000042	10432	Inter-Cytoband	0
ENSG00000131469	ENSG00000182774	0.141237	NA	10449	Trans	0
ENSG00000197756	ENSG00000197958	0.141038	NA	10503	Trans	0
ENSG00000073605	ENSG00000108344	0.1408	76202	10569	Intra-Cytoband	0
ENSG00000125691	ENSG00000145592	0.140694	NA	10596	Trans	0
ENSG00000071082	ENSG00000162244	0.140442	NA	10676	Trans	0
ENSG00000108298	ENSG00000278845	0.140345	903260	10700	Intra-Cytoband	0
ENSG00000162244	ENSG00000241343	0.140317	NA	10708	Trans	0
ENSG00000108306	ENSG00000141736	0.140305	435270	10711	Intra-Cytoband	0
ENSG00000145425	ENSG00000148303	0.14003	NA	10795	Trans	0
ENSG00000144713	ENSG00000188846	0.139905	27622807	10827	Inter-Cytoband	0
ENSG00000089009	ENSG00000171863	0.13975	NA	10879	Trans	0
ENSG00000144713	ENSG00000171858	0.139347	NA	11000	Trans	0
ENSG00000177954	ENSG00000213741	0.13932	NA	11016	Trans	0
ENSG00000275023	ENSG00000277258	0.139108	28355	11072	Intra-Cytoband	0
ENSG00000142534	ENSG00000204628	0.139092	NA	11078	Trans	0
ENSG00000136942	ENSG00000198918	0.139047	NA	11094	Trans	0
ENSG00000125691	ENSG00000278845	0.13888	550842	11143	Intra-Cytoband	0
ENSG00000108107	ENSG00000130255	0.138825	49710398	11162	Inter-Cytoband	0
ENSG00000105700	ENSG00000221983	0.138824	13968	11164	Intra-Cytoband	0
ENSG00000164587	ENSG00000170889	0.138785	NA	11173	Trans	0
ENSG00000125691	ENSG00000273559	0.138767	47431	11176	Intra-Cytoband	0
ENSG00000182899	ENSG00000188846	0.138638	157492688	11226	Inter-Cytoband	0
ENSG00000114942	ENSG00000122406	0.138525	NA	11255	Trans	0
ENSG00000134419	ENSG00000136942	0.138418	NA	11277	Trans	0
ENSG00000083845	ENSG00000105372	0.137842	16526482	11456	Inter-Cytoband	0
ENSG00000008838	ENSG00000126351	0.137737	39193	11485	Intra-Cytoband	0
ENSG00000125691	ENSG00000162244	0.137455	NA	11573	Trans	0
ENSG00000114391	ENSG00000144713	0.13745	88846606	11576	Inter-Cytoband	0
ENSG00000144713	ENSG00000168028	0.137448	26572204	11577	Inter-Cytoband	0
ENSG00000145592	ENSG00000197958	0.137438	NA	11581	Trans	0
ENSG00000182774	ENSG00000198755	0.137229	NA	11641	Trans	0
ENSG00000063177	ENSG00000145592	0.137085	NA	11680	Trans	0
ENSG00000124614	ENSG00000170889	0.137042	NA	11694	Trans	0
ENSG00000141741	ENSG00000277791	0.137034	975760	11698	Intra-Cytoband	0
ENSG00000182899	ENSG00000229117	0.13703	NA	11702	Trans	0
ENSG00000144713	ENSG00000221983	0.136937	NA	11737	Trans	0
ENSG00000089009	ENSG00000145592	0.136806	NA	11782	Trans	0
ENSG00000109475	ENSG00000162244	0.136737	NA	11801	Trans	0
ENSG00000130255	ENSG00000188846	0.136692	NA	11817	Trans	0
ENSG00000162244	ENSG00000170889	0.136647	NA	11828	Trans	0
ENSG00000124614	ENSG00000134419	0.136644	NA	11829	Trans	0
ENSG00000089009	ENSG00000198755	0.136625	NA	11835	Trans	0
ENSG00000071082	ENSG00000171858	0.136467	NA	11889	Trans	0
ENSG00000162244	ENSG00000198755	0.136394	NA	11918	Trans	0
ENSG00000108349	ENSG00000126351	0.136289	82028	11952	Intra-Cytoband	1
ENSG00000188846	ENSG00000197756	0.135982	NA	12047	Trans	0
ENSG00000071082	ENSG00000182899	0.135962	NA	12057	Trans	0
ENSG00000008838	ENSG00000141741	0.135949	290601	12064	Inter-Cytoband	0
ENSG00000144713	ENSG00000145425	0.135888	NA	12080	Trans	0
ENSG00000124614	ENSG00000182899	0.135473	NA	12216	Trans	0
ENSG00000197756	ENSG00000241343	0.135411	NA	12239	Trans	0
ENSG00000171863	ENSG00000204628	0.135164	NA	12322	Trans	0
ENSG00000125686	ENSG00000273559	0.135126	603851	12332	Intra-Cytoband	0
ENSG00000071082	ENSG00000204628	0.134881	NA	12416	Trans	0
ENSG00000182899	ENSG00000197756	0.13472	NA	12473	Trans	0
ENSG00000125686	ENSG00000141736	0.134533	283629	12529	Intra-Cytoband	0
ENSG00000108107	ENSG00000233927	0.134389	47064187	12570	Inter-Cytoband	0
ENSG00000125686	ENSG00000188895	0.134364	718013	12578	Inter-Cytoband	0
ENSG00000130255	ENSG00000162244	0.134362	NA	12579	Trans	0
ENSG00000109475	ENSG00000198918	0.134266	NA	12621	Trans	0
ENSG00000071082	ENSG00000241343	0.134134	NA	12673	Trans	0
ENSG00000124614	ENSG00000130255	0.13402	NA	12718	Trans	0
ENSG00000145592	ENSG00000182774	0.134002	NA	12726	Trans	0
ENSG00000108344	ENSG00000141738	0.133972	242870	12734	Inter-Cytoband	0
ENSG00000125686	ENSG00000276293	0.133894	638596	12757	Intra-Cytoband	0
ENSG00000174444	ENSG00000198755	0.133796	NA	12790	Trans	0
ENSG00000089009	ENSG00000125691	0.133765	NA	12805	Trans	0
ENSG00000108298	ENSG00000273559	0.133749	399849	12817	Intra-Cytoband	0
ENSG00000145425	ENSG00000198755	0.133736	NA	12823	Trans	0
ENSG00000142937	ENSG00000173660	0.133487	1528380	12914	Inter-Cytoband	0
ENSG00000172809	ENSG00000198918	0.133343	NA	12971	Trans	0
ENSG00000171863	ENSG00000172809	0.133307	NA	12982	Trans	0
ENSG00000167258	ENSG00000171475	0.133236	757793	13006	Inter-Cytoband	0
ENSG00000134419	ENSG00000140988	0.133205	16819243	13019	Inter-Cytoband	0
ENSG00000130255	ENSG00000142937	0.133102	NA	13049	Trans	0
ENSG00000142676	ENSG00000241343	0.13252	NA	13278	Trans	0
ENSG00000109475	ENSG00000164587	0.132484	NA	13292	Trans	0
ENSG00000149273	ENSG00000197756	0.132471	NA	13297	Trans	0
ENSG00000136942	ENSG00000172809	0.132275	NA	13371	Trans	0
ENSG00000130255	ENSG00000131469	0.132181	NA	13402	Trans	0
ENSG00000125691	ENSG00000136942	0.131626	NA	13626	Trans	0
ENSG00000131469	ENSG00000197958	0.131564	NA	13652	Trans	0
ENSG00000109475	ENSG00000136942	0.131556	NA	13655	Trans	0
ENSG00000131469	ENSG00000162244	0.13112	NA	13831	Trans	0
ENSG00000063046	ENSG00000089289	0.131074	NA	13846	Trans	0
ENSG00000142937	ENSG00000182899	0.130603	NA	14032	Trans	0
ENSG00000148187	ENSG00000148303	0.130602	11083611	14033	Inter-Cytoband	0
ENSG00000109475	ENSG00000142676	0.130491	NA	14072	Trans	0
ENSG00000145592	ENSG00000177954	0.130474	NA	14077	Trans	0
ENSG00000131748	ENSG00000172057	0.13042	283976	14094	Inter-Cytoband	0
ENSG00000178035	ENSG00000188846	0.130203	8567033	14183	Inter-Cytoband	0
ENSG00000109475	ENSG00000130255	0.130152	NA	14201	Trans	0
ENSG00000063177	ENSG00000130255	0.129799	42940381	14344	Inter-Cytoband	0
ENSG00000114942	ENSG00000198755	0.129795	NA	14349	Trans	0
ENSG00000172809	ENSG00000177954	0.1297	NA	14381	Trans	0
ENSG00000198755	ENSG00000241343	0.129588	NA	14430	Trans	0
ENSG00000147604	ENSG00000148303	0.129539	NA	14459	Trans	0
ENSG00000144713	ENSG00000161016	0.129341	NA	14547	Trans	0
ENSG00000142937	ENSG00000148303	0.129268	NA	14591	Trans	0
ENSG00000273559	ENSG00000277972	0.12896	70199	14726	Intra-Cytoband	0
ENSG00000089009	ENSG00000197958	0.128697	NA	14833	Trans	0
ENSG00000115268	ENSG00000145592	0.128643	NA	14861	Trans	0
ENSG00000171858	ENSG00000182774	0.128577	NA	14894	Trans	0
ENSG00000124614	ENSG00000231500	0.128547	1145444	14903	Inter-Cytoband	0
ENSG00000145592	ENSG00000198755	0.128485	NA	14935	Trans	0
ENSG00000130255	ENSG00000134419	0.128403	NA	14968	Trans	0
ENSG00000109475	ENSG00000231500	0.128336	NA	15005	Trans	0
ENSG00000071082	ENSG00000124614	0.128295	NA	15026	Trans	0
ENSG00000162244	ENSG00000182774	0.128055	NA	15126	Trans	0
ENSG00000105640	ENSG00000130255	0.128042	12184929	15138	Inter-Cytoband	0
ENSG00000115268	ENSG00000182899	0.127925	NA	15186	Trans	0
ENSG00000163682	ENSG00000182899	0.12778	NA	15256	Trans	0
ENSG00000071082	ENSG00000112306	0.127719	NA	15280	Trans	0
ENSG00000182899	ENSG00000241343	0.12755	NA	15360	Trans	0
ENSG00000170889	ENSG00000171858	0.127545	NA	15363	Trans	0
ENSG00000276293	ENSG00000277972	0.12743	35454	15424	Intra-Cytoband	0
ENSG00000182899	ENSG00000213741	0.127401	NA	15436	Trans	0
ENSG00000105193	ENSG00000233927	0.127152	31112049	15554	Inter-Cytoband	0
ENSG00000131469	ENSG00000136942	0.127007	NA	15617	Trans	0
ENSG00000089009	ENSG00000144713	0.126646	NA	15779	Trans	0
ENSG00000063177	ENSG00000105373	0.126574	869806	15810	Intra-Cytoband	0
ENSG00000182774	ENSG00000182899	0.126411	NA	15880	Trans	0
ENSG00000125356	ENSG00000198918	0.126293	84983	15937	Intra-Cytoband	0
ENSG00000163682	ENSG00000198918	0.126188	NA	15980	Trans	0
ENSG00000172809	ENSG00000241343	0.126172	NA	15985	Trans	0
ENSG00000135390	ENSG00000196531	0.126159	3079702	15993	Inter-Cytoband	0
ENSG00000197756	ENSG00000221983	0.126057	NA	16044	Trans	0
ENSG00000071082	ENSG00000115268	0.12596	NA	16095	Trans	0
ENSG00000108306	ENSG00000108344	0.125894	728153	16124	Inter-Cytoband	0
ENSG00000089009	ENSG00000108298	0.125868	NA	16135	Trans	0
ENSG00000114391	ENSG00000145592	0.125757	NA	16202	Trans	0
ENSG00000116251	ENSG00000171490	0.125664	NA	16252	Trans	0
ENSG00000083845	ENSG00000105640	0.125657	40526524	16254	Inter-Cytoband	0
ENSG00000136942	ENSG00000231500	0.125605	NA	16292	Trans	0
ENSG00000142676	ENSG00000172809	0.12552	NA	16335	Trans	0
ENSG00000136942	ENSG00000170889	0.125399	NA	16396	Trans	0
ENSG00000071082	ENSG00000198918	0.12537	NA	16411	Trans	0
ENSG00000145425	ENSG00000241343	0.125143	NA	16522	Trans	0
ENSG00000130255	ENSG00000145425	0.125013	NA	16582	Trans	0
ENSG00000108298	ENSG00000171863	0.12485	NA	16655	Trans	0
ENSG00000115268	ENSG00000144713	0.124814	NA	16668	Trans	0
ENSG00000112306	ENSG00000197958	0.124578	NA	16772	Trans	0
ENSG00000138326	ENSG00000198755	0.124547	NA	16787	Trans	0
ENSG00000162244	ENSG00000168028	0.124321	12586833	16886	Inter-Cytoband	0
ENSG00000124614	ENSG00000162244	0.124259	NA	16916	Trans	0
ENSG00000162244	ENSG00000171858	0.124234	NA	16927	Trans	0
ENSG00000170889	ENSG00000198755	0.123983	NA	17079	Trans	0
ENSG00000198034	ENSG00000241343	0.123945	29135145	17099	Inter-Cytoband	0
ENSG00000008838	ENSG00000125686	0.123891	614812	17128	Inter-Cytoband	0
ENSG00000276293	ENSG00000277258	0.12386	31792	17150	Intra-Cytoband	0
ENSG00000134419	ENSG00000138326	0.123819	NA	17178	Trans	0
ENSG00000108298	ENSG00000108306	0.123743	52361	17211	Intra-Cytoband	0
ENSG00000171858	ENSG00000231500	0.123615	NA	17287	Trans	0
ENSG00000109475	ENSG00000171858	0.123431	NA	17376	Trans	0
ENSG00000124614	ENSG00000198755	0.123315	1050954	17442	Intra-Cytoband	0
ENSG00000125691	ENSG00000241343	0.123302	NA	17451	Trans	0
ENSG00000134419	ENSG00000172809	0.123281	NA	17460	Trans	0
ENSG00000105372	ENSG00000114942	0.123269	NA	17468	Trans	0
ENSG00000122406	ENSG00000145425	0.123196	NA	17500	Trans	0
ENSG00000083845	ENSG00000136942	0.123054	NA	17576	Trans	0
ENSG00000108306	ENSG00000131748	0.12305	384421	17578	Intra-Cytoband	0
ENSG00000105640	ENSG00000136942	0.122866	NA	17686	Trans	0
ENSG00000171858	ENSG00000172809	0.122743	NA	17752	Trans	0
ENSG00000142937	ENSG00000162244	0.122678	NA	17786	Trans	0
ENSG00000108306	ENSG00000273559	0.122675	452210	17787	Intra-Cytoband	0
ENSG00000115268	ENSG00000188846	0.122595	NA	17824	Trans	0
ENSG00000105640	ENSG00000144713	0.122334	NA	17943	Trans	0
ENSG00000114391	ENSG00000182899	0.122328	96268889	17946	Inter-Cytoband	0
ENSG00000125691	ENSG00000148303	0.12225	NA	17982	Trans	0
ENSG00000108107	ENSG00000221983	0.122238	36813615	17992	Inter-Cytoband	0
ENSG00000063177	ENSG00000083845	0.122177	9771072	18019	Inter-Cytoband	0
ENSG00000134419	ENSG00000171490	0.121938	6947445	18125	Inter-Cytoband	0
ENSG00000138326	ENSG00000241343	0.121845	NA	18173	Trans	0
ENSG00000063177	ENSG00000198755	0.121829	NA	18187	Trans	0
ENSG00000116251	ENSG00000123349	0.121745	NA	18229	Trans	0
ENSG00000142937	ENSG00000145425	0.12166	NA	18278	Trans	0
ENSG00000144713	ENSG00000145592	0.121271	NA	18505	Trans	0
ENSG00000109475	ENSG00000122406	0.121149	NA	18581	Trans	0
ENSG00000134419	ENSG00000177954	0.121074	NA	18623	Trans	0
ENSG00000105640	ENSG00000188846	0.121072	NA	18624	Trans	0
ENSG00000089009	ENSG00000182899	0.12101	NA	18661	Trans	0
ENSG00000071082	ENSG00000164587	0.120873	NA	18733	Trans	0
ENSG00000124614	ENSG00000148303	0.120843	NA	18752	Trans	0
ENSG00000115268	ENSG00000182774	0.120754	NA	18795	Trans	0
ENSG00000142676	ENSG00000177954	0.120741	130299013	18801	Inter-Cytoband	0
ENSG00000198755	ENSG00000204628	0.120607	NA	18878	Trans	0
ENSG00000115268	ENSG00000162244	0.120504	NA	18931	Trans	0
