comm1	comm2	jaccard
101	45	0
101	40	0
101	6	0
101	8	0
101	64	0
101	75	0.058823529411764705
101	34	0
101	18	0
101	32	0
101	31	0
101	20	0
101	121	0
101	101	0
101	46	0
101	133	0
101	134	0
101	176	0
101	36	0
101	53	0
101	253	0
101	282	0
101	475	0
101	76	0.42857142857142855
101	222	0
101	322	0
101	65	0.46153846153846156
101	221	0
101	123	0
101	217	0
101	366	0
101	262	0
101	394	0
101	118	0
101	239	0
101	83	0
117	4	0
117	312	0
117	41	0
117	11	0
117	268	0
117	2	0
117	13	0
117	78	0
117	9	0.88
117	7	0
117	344	0
117	5	0
117	274	0
117	45	0
117	40	0
117	6	0
117	8	0
117	64	0
117	75	0
117	34	0
117	18	0
117	32	0
117	31	0
117	20	0
117	121	0
117	101	0
117	46	0
117	133	0
117	134	0
117	176	0
117	36	0
117	53	0
117	253	0
117	282	0
117	475	0
117	76	0
117	222	0
117	322	0
117	65	0
117	221	0
117	123	0
117	217	0
117	366	0
117	262	0
117	394	0
117	118	0
117	239	0.03773584905660377
117	83	0
153	4	0.03571428571428571
153	312	0
153	41	0
153	11	0
153	268	0
153	2	0
153	13	0
153	78	0
153	9	0
153	7	0.75
153	344	0
153	5	0
153	274	0
153	45	0
153	40	0
153	6	0
153	8	0.06451612903225806
153	64	0
153	75	0
153	34	0
153	18	0
153	32	0
153	31	0
153	20	0
153	121	0
153	101	0
153	46	0
153	133	0.043478260869565216
153	134	0
153	176	0
153	36	0
153	53	0
153	253	0
153	282	0
153	475	0
153	76	0
153	222	0
153	322	0
153	65	0
153	221	0
153	123	0
153	217	0
153	366	0
153	262	0
153	394	0
153	118	0
153	239	0
153	83	0
10	4	0
10	312	0
10	41	0
10	11	0
10	268	0
10	2	0
10	13	0
10	78	0
10	9	0
10	7	0
10	344	0
10	5	0.1
10	274	0
10	45	0
10	40	0
10	6	0
10	8	0
10	64	0
10	75	0
10	34	0
10	18	0
10	32	0
10	31	0
10	20	0
10	121	0
10	101	0
10	46	0
10	133	0
10	134	0
10	176	0
10	36	0
10	53	0
10	253	0
10	282	0
10	475	0
10	76	0.5
10	222	0
10	322	0
10	65	0.3333333333333333
10	221	0
10	123	0
10	217	0
10	366	0
10	262	0
10	394	0
10	118	0
10	239	0
10	83	0
322	4	0
322	312	0
322	41	0.08196721311475409
322	11	0
322	268	0
322	2	0
322	13	0
322	78	0.017543859649122806
322	9	0
322	7	0.015151515151515152
322	344	0
322	5	0
322	274	0
322	45	0
322	40	0
322	6	0
322	8	0.421875
322	64	0
322	75	0
322	34	0
322	18	0
322	32	0
322	31	0
322	20	0
322	121	0
322	101	0
322	46	0
322	133	0
322	134	0
322	176	0
322	36	0
322	53	0.018518518518518517
322	253	0
322	282	0
322	475	0
322	76	0
322	222	0
322	322	0
322	65	0
322	221	0
322	123	0
322	217	0
322	366	0
322	262	0
322	394	0.12698412698412698
322	118	0
322	239	0
322	83	0.01639344262295082
70	4	0
70	312	0
70	41	0
70	11	0
70	268	0
70	2	0
70	13	0
70	78	0
70	9	0
70	7	0
70	344	0
70	5	0
70	274	0
70	45	0
70	40	0
70	6	0
70	8	0
70	64	0
70	75	0
70	34	0
70	18	0
70	32	0
70	31	0
70	20	0
70	121	0
70	101	0
70	46	0
70	133	0
70	134	0
70	176	0
70	36	0
70	53	0
70	253	0
70	282	0
70	475	0
70	76	0
70	222	0
70	322	0
70	65	0
70	221	0
70	123	0
70	217	0
70	366	0
70	262	0
70	394	0
70	118	0
70	239	0
70	83	0
7	4	0
7	312	0
7	41	0
7	11	0
7	268	0
7	2	0
7	13	0
7	78	0
7	9	0
7	7	0
7	344	0
7	5	0
7	274	0
7	45	0
7	40	0
7	6	0
7	8	0
7	64	0
7	75	0
7	34	0
7	18	0
7	32	0
7	31	0
7	20	0
7	121	0
7	101	0
7	46	1
7	133	0
7	134	0
7	176	0
7	36	0
7	53	0
7	253	0
7	282	0
7	475	0
7	76	0
7	222	0
7	322	0
7	65	0
7	221	0
7	123	0
7	217	0
7	366	0
7	262	0
7	394	0
7	118	0
7	239	0
7	83	0
2	4	0
2	312	0
2	41	0
2	11	0
2	268	0
2	2	0
2	13	0
2	78	0
2	9	0
2	7	0
2	344	0
2	5	0
2	274	0
2	45	0
2	40	0
2	6	0
2	8	0
2	64	0
2	75	0
2	34	0
2	18	0
2	32	0
2	31	0
2	20	0
2	121	0
2	101	0
2	46	0
2	133	0
2	134	0
2	176	0
2	36	0
2	53	1
2	253	0
2	282	0
2	475	0
2	76	0
2	222	0
2	322	0
2	65	0
2	221	0
2	123	0
2	217	0
2	366	0
2	262	0
2	394	0.034482758620689655
2	118	0
2	239	0
2	83	0
251	4	0
251	312	0
251	41	0
251	11	0
251	268	0
251	2	0
251	13	0
251	78	0
251	9	0
251	7	0
251	344	0
251	5	0
251	274	0
251	45	0
251	40	0
251	6	0
251	8	0
251	64	0
251	75	0
251	34	0
251	18	0
251	32	0
251	31	0
251	20	0
251	121	0
251	101	0
251	46	0
251	133	0
251	134	0
251	176	0
251	36	0
251	53	0
251	253	0
251	282	1
251	475	0
251	76	0
251	222	0
251	322	0
251	65	0
251	221	0
251	123	0
251	217	0
251	366	0
251	262	0
251	394	0
251	118	0
251	239	0.16666666666666666
251	83	0
266	4	0
266	312	0
266	41	0
266	11	0
266	268	0
266	2	0
266	13	0
266	78	0
266	9	0.03508771929824561
266	7	0
266	344	0
266	5	0
266	274	0
266	45	0
266	40	0
266	6	0
266	8	0
266	64	0
266	75	0
266	34	0
266	18	0
266	32	0
266	31	0
266	20	0
266	121	0
266	101	0
266	46	0
266	133	0
266	134	0
266	176	0
266	36	0
266	53	0
266	253	0
266	282	0.16666666666666666
266	475	0
266	76	0
266	222	0
266	322	0
266	65	0
266	221	0
266	123	0
266	217	0
266	366	0
266	262	0
266	394	0
266	118	0
266	239	1
266	83	0
19	4	0
19	312	0
19	41	0.18518518518518517
19	11	0
19	268	0
19	2	0
19	13	0
19	78	0
19	9	0
19	7	0
19	344	0
19	5	0
19	274	0
19	45	0
19	40	0
19	6	0
19	8	0
19	64	0
19	75	0
19	34	0
19	18	0
19	32	0
19	31	0
19	20	0
19	121	0
19	101	0
19	46	0
19	133	0
19	134	0
19	176	0
19	36	0
19	53	0
19	253	0
19	282	0
19	475	0
19	76	0
19	222	0
19	322	0
19	65	0
19	221	0
19	123	0
19	217	0
19	366	0
19	262	0.05555555555555555
19	394	0
19	118	0
19	239	0
19	83	1
